State,Hour,Day,Month,Year,Wind_Speed(km/h),Temperature(C),Precipitation(mm),Severity,Predicted_Hour
MI,14,26,8,2022,16.09,25.56,0.0,2,15
MD,11,12,8,2022,16.09,27.78,0.0,2,13
SC,19,4,11,2022,0.0,18.89,0.0,2,17
NY,23,31,10,2022,0.0,15.56,0.25,2,19
SC,13,31,12,2022,8.04,18.33,0.51,2,14
VA,6,16,12,2022,0.0,1.11,0.0,2,10
VA,8,22,12,2022,9.65,2.78,1.27,2,10
SC,8,21,11,2022,4.83,3.33,0.0,2,10
NJ,3,25,12,2022,12.87,-10.0,0.0,2,7
OR,19,24,9,2022,12.87,21.67,0.0,2,17
VA,2,10,12,2022,0.0,5.56,0.0,2,9
WI,15,7,10,2022,24.14,7.78,0.0,2,14
PA,17,13,9,2022,9.65,16.67,0.0,2,18
PA,12,10,11,2022,11.26,18.33,0.0,2,12
IL,17,13,1,2023,20.92,-1.11,0.0,2,15
MD,17,29,8,2022,16.09,30.0,0.0,2,16
NY,18,22,11,2022,11.26,2.22,0.0,2,13
MN,9,23,12,2022,28.96,-21.11,0.0,2,10
LA,13,15,12,2022,19.31,13.33,0.0,2,12
CA,9,15,10,2022,0.0,13.33,0.0,2,6
CA,17,18,1,2023,8.04,12.78,0.0,2,16
CA,8,24,1,2023,4.83,2.22,0.0,2,7
DC,6,17,9,2022,0.0,13.33,0.0,2,6
NY,0,17,12,2022,20.92,3.33,0.25,2,6
MD,17,8,8,2022,8.04,28.89,0.0,2,16
CA,8,27,12,2022,45.05,10.0,7.87,2,12
TX,16,17,11,2022,8.04,12.78,0.0,2,18
VA,21,6,11,2022,0.0,16.11,0.0,2,18
CA,0,13,9,2022,12.87,17.78,0.0,2,4
FL,22,31,10,2022,9.65,27.78,0.0,2,17
FL,11,10,12,2022,11.26,27.22,0.0,2,12
CA,7,18,8,2022,9.65,28.89,0.0,2,10
PA,16,15,9,2022,11.26,23.33,0.0,2,14
CA,12,27,1,2023,12.87,20.56,0.0,2,13
FL,21,24,1,2023,16.09,22.78,0.0,2,20
TX,2,21,1,2023,19.31,8.89,0.0,2,4
CA,7,15,9,2022,0.0,18.89,0.0,2,14
CT,14,21,9,2022,0.0,20.0,0.0,2,14
CA,7,16,8,2022,0.0,18.89,0.0,2,6
FL,13,4,1,2023,8.04,21.11,0.2104570154231863,2,13
LA,13,17,12,2022,20.92,11.11,0.0,2,12
NC,19,11,8,2022,11.26,25.0,0.0,2,15
TX,16,13,11,2022,11.26,11.11,0.0,2,14
LA,17,16,9,2022,8.04,30.0,0.0,2,14
VA,17,31,8,2022,14.48,31.11,0.0,2,16
MI,5,30,1,2023,0.0,-5.0,0.25,2,7
VA,16,11,11,2022,9.65,17.78,0.51,2,14
OH,15,17,11,2022,22.53,1.11,0.0,2,10
CA,14,2,8,2022,14.48,35.56,0.0,2,14
TX,6,12,10,2022,9.65,22.78,0.0,2,6
NJ,16,25,9,2022,0.0,19.44,0.0,2,15
VA,14,8,10,2022,16.09,13.33,0.0,2,12
WA,12,11,12,2022,9.65,6.67,0.0,2,12
PA,10,2,9,2022,0.0,22.22,0.0,2,10
UT,9,12,12,2022,8.04,0.56,0.0,2,10
VA,11,7,8,2022,9.65,28.33,0.0,2,13
CA,15,3,12,2022,11.26,10.0,0.76,2,14
NC,15,21,1,2023,4.83,8.33,0.0,2,11
CO,18,9,10,2022,9.65,19.44,0.0,2,17
CA,16,30,8,2022,12.87,36.11,0.0,2,16
FL,17,18,8,2022,0.0,29.44,0.0,2,14
FL,14,11,11,2022,19.31,30.0,0.0,2,14
FL,15,5,1,2023,14.48,28.33,0.0,2,14
MN,22,16,1,2023,11.26,0.0,1.02,2,19
CA,15,25,8,2022,20.92,30.0,0.2104570154231863,2,15
NC,10,21,12,2022,9.65,4.44,0.0,2,15
PA,16,19,1,2023,11.26,5.0,0.0,2,14
AZ,17,21,12,2022,4.83,13.89,0.0,2,14
FL,20,6,8,2022,11.26,30.0,0.0,2,15
CA,12,30,1,2023,0.0,8.89,0.0,2,17
WA,18,14,11,2022,0.0,3.89,0.0,2,17
MD,17,26,12,2022,0.0,0.0,0.0,2,16
FL,1,5,1,2023,9.65,22.78,0.0,2,6
SC,17,27,1,2023,0.0,7.78,0.0,2,17
MD,17,11,10,2022,11.26,20.56,0.0,2,16
CT,12,14,9,2022,12.87,25.0,0.0,2,15
VA,21,9,12,2022,9.65,4.44,0.0,2,19
NE,15,2,11,2022,41.83,23.89,0.0,2,15
MI,16,12,9,2022,25.74,19.44,0.0,2,15
MI,5,3,9,2022,8.04,19.44,0.0,2,5
CA,19,17,9,2022,4.83,21.67,0.0,2,16
TX,19,13,8,2022,16.09,28.89,0.0,2,13
TX,21,30,1,2023,22.53,3.33,0.0,2,18
CA,17,23,12,2022,9.65,16.11,0.0,2,16
VA,11,19,8,2022,4.83,22.22,0.0,2,11
FL,20,7,8,2022,20.92,28.89,0.0,2,13
SC,9,3,1,2023,0.0,12.22,0.0,2,9
FL,22,2,9,2022,11.26,30.0,0.0,2,18
GA,18,16,9,2022,8.04,25.0,0.0,2,16
CA,21,2,11,2022,0.0,5.56,0.0,2,10
NC,7,31,8,2022,4.83,22.78,0.0,2,8
CA,6,10,10,2022,4.83,13.33,0.0,2,7
FL,11,3,10,2022,14.48,29.44,0.0,2,13
NC,13,22,11,2022,8.04,14.44,0.0,2,13
MD,9,26,8,2022,0.0,26.11,0.0,2,10
IL,15,23,1,2023,24.14,-0.56,0.0,2,13
NY,2,5,8,2022,20.92,27.78,0.0,2,6
AZ,4,1,11,2022,14.48,10.0,0.2104570154231863,2,6
SC,16,28,9,2022,24.14,20.0,0.0,2,14
AZ,22,11,8,2022,0.0,17.78,0.0,2,21
CA,13,27,12,2022,0.0,15.0,0.0,2,14
CA,5,22,8,2022,4.83,17.78,0.2104570154231863,2,6
TX,13,17,1,2023,11.26,25.56,0.0,2,11
CA,11,29,9,2022,9.65,23.33,0.0,2,13
CA,13,5,10,2022,19.31,32.22,0.0,2,13
NY,15,17,10,2022,19.31,18.33,0.0,2,14
NY,22,10,12,2022,22.53,3.33,0.0,2,16
CO,4,18,1,2023,16.09,-2.78,0.0,2,6
CA,2,8,10,2022,0.0,18.33,0.0,2,3
PA,1,16,12,2022,9.65,5.0,0.25,2,17
CA,6,4,8,2022,4.83,20.56,0.0,2,7
MI,22,16,10,2022,9.65,7.22,0.0,2,19
SC,6,2,11,2022,0.0,15.0,0.0,2,7
SC,13,29,12,2022,12.87,15.56,0.0,2,15
AZ,15,2,12,2022,0.0,20.0,0.0,2,15
NC,13,6,10,2022,9.65,26.11,0.0,2,13
CA,15,13,10,2022,11.26,20.0,0.0,2,16
TX,20,31,10,2022,4.83,18.89,0.0,2,20
CA,21,6,10,2022,9.65,18.89,0.0,2,20
MD,2,27,8,2022,4.83,22.78,0.0,2,5
CA,20,31,10,2022,0.0,13.89,0.0,2,19
MN,17,29,8,2022,27.35,23.89,0.0,2,16
OR,9,22,12,2022,0.0,-15.0,0.0,2,11
PA,15,31,8,2022,27.35,30.0,0.0,2,15
CA,16,20,9,2022,20.92,23.33,0.0,2,16
LA,18,20,1,2023,19.31,15.0,0.0,2,13
CA,2,24,8,2022,0.0,20.0,0.0,2,4
MN,12,27,1,2023,35.4,-7.22,0.0,2,11
AZ,15,10,11,2022,0.0,18.89,0.0,2,15
FL,9,18,1,2023,4.83,14.44,0.0,2,8
MT,18,30,12,2022,0.0,1.67,0.0,2,12
VA,17,30,1,2023,4.83,13.89,0.0,2,15
NJ,7,12,9,2022,4.83,20.0,0.0,2,7
TX,6,15,12,2022,8.04,2.22,0.0,2,8
FL,6,30,1,2023,4.83,18.33,0.0,2,4
CA,15,18,8,2022,19.31,37.78,0.0,2,15
CA,14,21,12,2022,0.0,11.11,0.0,2,13
GA,6,5,8,2022,8.04,23.33,0.0,2,7
VA,12,17,12,2022,11.26,8.33,0.0,2,13
LA,14,18,1,2023,32.18,25.56,0.0,2,14
CO,22,14,10,2022,14.48,10.0,0.0,2,13
FL,14,6,1,2023,12.87,25.56,0.0,2,15
MI,12,25,1,2023,16.09,0.56,2.29,2,11
FL,7,4,11,2022,4.83,23.33,0.0,2,10
CA,14,2,8,2022,20.92,25.56,0.0,2,14
SC,1,25,9,2022,0.0,16.11,0.0,2,6
PA,11,25,1,2023,11.26,1.11,0.0,2,10
FL,17,4,1,2023,12.87,21.11,0.0,2,14
OR,19,1,12,2022,9.65,0.56,0.0,2,19
FL,14,4,11,2022,19.31,26.67,0.0,2,14
SC,11,25,8,2022,0.0,25.0,0.0,2,11
FL,18,10,11,2022,24.14,21.67,4.83,2,17
SC,14,19,1,2023,28.96,20.0,0.0,2,14
SC,22,16,1,2023,4.83,8.89,0.0,2,19
FL,16,26,9,2022,19.31,31.11,0.0,2,16
NY,13,11,12,2022,16.09,3.89,0.0,2,13
OH,21,13,12,2022,11.26,0.56,0.0,2,17
TX,18,10,11,2022,19.31,22.22,0.0,2,16
AZ,6,23,1,2023,9.65,4.44,0.0,2,10
CA,14,26,12,2022,8.04,8.89,0.0,2,14
CA,9,13,8,2022,12.87,23.33,0.0,2,12
TX,19,16,11,2022,4.83,7.22,0.0,2,17
PA,11,20,11,2022,35.4,-5.0,0.0,2,11
NY,7,2,10,2022,37.01,15.56,0.0,2,8
NV,5,11,12,2022,4.83,0.56,0.51,2,8
VA,17,13,9,2022,11.26,26.67,0.0,2,17
MI,16,14,10,2022,25.74,13.33,0.0,2,16
CA,15,2,1,2023,11.26,0.56,0.0,2,15
IN,23,2,11,2022,4.83,11.67,0.0,2,19
CA,15,31,8,2022,16.09,25.56,0.0,2,15
AZ,1,19,12,2022,8.04,3.89,0.2104570154231863,2,5
OH,5,24,12,2022,32.18,-16.67,0.0,2,7
VA,12,14,8,2022,19.31,27.22,0.0,2,13
CA,14,13,8,2022,16.09,33.33,0.0,2,14
CO,4,17,9,2022,4.83,8.89,0.0,2,10
FL,15,28,12,2022,9.65,21.67,0.0,2,15
CO,9,20,11,2022,0.0,-11.67,0.2104570154231863,2,11
PA,9,25,1,2023,11.26,1.11,0.0,2,10
OH,9,1,8,2022,12.87,22.22,0.0,2,11
CA,10,5,12,2022,11.26,15.0,0.0,2,12
FL,14,27,9,2022,16.09,25.56,0.0,2,14
TX,3,13,10,2022,4.83,24.44,0.0,2,7
IN,16,22,12,2022,12.87,3.89,0.2104570154231863,2,16
AR,12,7,11,2022,14.48,17.78,0.0,2,12
ME,11,1,9,2022,25.74,20.56,0.0,3,11
CA,14,2,8,2022,4.83,35.56,0.0,2,14
CA,11,9,8,2022,14.48,25.56,0.0,2,12
TX,8,19,1,2023,8.04,13.33,0.0,2,7
SC,9,23,1,2023,19.31,7.78,0.0,2,9
MD,12,10,12,2022,8.04,5.56,0.0,2,13
CA,9,30,9,2022,8.04,21.67,0.0,2,10
VA,6,23,11,2022,0.0,-1.11,0.0,2,6
TN,13,6,9,2022,0.0,29.44,0.0,2,13
NY,14,20,9,2022,11.26,24.44,0.0,2,14
FL,10,18,8,2022,8.04,32.22,0.0,2,12
NY,8,13,10,2022,20.92,18.33,0.0,2,10
AZ,21,25,1,2023,4.83,5.0,0.0,2,8
OH,7,24,1,2023,16.09,-3.89,0.0,2,8
VA,21,9,12,2022,0.0,-0.56,0.0,2,14
ND,16,26,1,2023,37.01,-5.0,0.0,2,16
SC,6,5,12,2022,14.48,3.89,0.0,2,8
VA,14,12,10,2022,11.26,20.56,0.0,2,16
TX,13,4,10,2022,9.65,29.44,0.0,2,14
OR,16,4,10,2022,12.87,31.11,0.0,2,16
FL,18,19,12,2022,12.87,18.89,0.0,2,18
CA,8,25,1,2023,0.0,12.78,0.0,2,9
NY,16,16,11,2022,22.53,3.33,0.0,2,15
CA,6,2,9,2022,0.0,22.78,0.0,1,6
MD,10,11,12,2022,0.0,5.0,0.0,2,11
CA,12,22,1,2023,33.79,12.78,0.0,2,13
SC,20,31,10,2022,0.0,15.0,0.0,2,20
MI,15,6,11,2022,28.96,17.78,0.0,2,12
CA,15,8,11,2022,16.09,13.89,7.37,2,12
CA,6,5,1,2023,0.0,11.67,0.0,2,12
CA,7,19,9,2022,0.0,16.11,0.0,2,6
IL,6,15,12,2022,20.92,1.11,0.0,2,9
SC,15,23,1,2023,22.53,10.0,0.0,2,15
FL,6,30,1,2023,0.0,21.11,0.0,2,8
MI,19,1,10,2022,20.92,20.0,0.0,2,17
GA,11,27,9,2022,20.92,21.11,0.0,2,12
NJ,22,8,10,2022,0.0,2.78,0.0,2,17
PA,3,13,1,2023,9.65,11.11,0.25,2,6
MI,22,20,9,2022,14.48,18.33,0.0,2,9
NY,20,5,9,2022,22.53,25.56,0.0,2,18
OR,15,7,9,2022,11.26,28.89,0.0,2,15
CT,11,11,10,2022,0.0,12.78,0.0,2,9
NC,18,28,12,2022,0.0,3.89,0.0,2,16
NY,7,18,8,2022,12.87,21.11,0.0,2,7
NC,22,14,1,2023,9.65,1.11,0.0,2,20
TX,20,21,11,2022,0.0,7.22,0.0,2,19
CA,10,5,11,2022,0.0,18.33,0.0,2,11
CA,0,30,12,2022,19.31,9.44,0.0,2,6
CA,12,5,9,2022,14.48,31.67,0.0,2,13
NY,16,10,10,2022,14.48,17.78,0.0,2,14
TX,15,31,8,2022,11.26,31.67,0.0,2,15
SC,7,3,1,2023,0.0,8.89,0.0,2,8
WI,3,18,12,2022,16.09,-7.22,0.0,2,5
OR,16,11,10,2022,8.04,27.22,0.0,2,15
UT,5,24,9,2022,4.83,8.89,0.0,2,5
GA,16,19,1,2023,27.35,21.67,0.0,2,16
SC,20,22,9,2022,11.26,29.44,0.0,2,19
FL,16,14,8,2022,27.35,29.44,0.0,2,15
CA,9,20,11,2022,0.0,7.22,0.0,2,16
FL,18,23,11,2022,4.83,21.11,0.0,2,12
VA,21,1,10,2022,4.83,17.22,0.0,2,21
FL,14,8,9,2022,8.04,31.11,0.0,2,14
FL,13,31,12,2022,12.87,23.33,0.0,2,13
OH,16,13,10,2022,16.09,16.67,0.0,2,15
PA,17,12,12,2022,12.87,1.11,0.0,2,16
CA,6,11,12,2022,8.04,11.11,0.2104570154231863,2,9
TX,17,11,12,2022,9.65,17.78,0.0,2,16
MT,14,23,1,2023,8.04,-2.78,0.0,2,13
CA,9,28,8,2022,4.83,16.67,0.0,2,7
NY,15,10,12,2022,9.65,1.67,0.0,2,13
SC,8,17,11,2022,0.0,2.78,0.0,2,8
CA,0,7,9,2022,22.53,31.11,0.0,2,6
MN,12,13,1,2023,8.04,-12.78,0.0,2,12
VA,6,13,8,2022,14.48,17.22,0.0,2,10
PA,20,5,1,2023,9.65,7.22,0.0,2,19
FL,12,23,1,2023,11.26,20.0,0.0,2,12
AZ,14,24,1,2023,8.04,11.67,0.0,2,14
TX,17,10,12,2022,0.0,23.89,0.0,2,16
IN,18,23,12,2022,51.49,-18.89,0.0,2,18
NY,9,27,12,2022,14.48,-5.0,6.6,2,10
NC,13,15,9,2022,0.0,23.89,0.0,2,13
TX,13,14,10,2022,0.0,27.78,0.0,2,14
CA,19,12,11,2022,0.0,13.33,0.0,2,16
VA,23,30,12,2022,0.0,9.44,0.0,2,19
NY,20,4,8,2022,16.09,28.89,0.0,2,19
CA,14,29,9,2022,11.26,26.67,0.0,2,14
WA,5,3,8,2022,4.83,11.67,0.0,2,5
SC,18,5,10,2022,4.83,23.33,0.0,2,18
TX,15,6,9,2022,4.83,35.0,0.0,2,15
GA,10,29,1,2023,8.04,8.89,0.0,2,12
VA,12,22,9,2022,4.83,26.67,0.0,2,12
PA,18,27,8,2022,0.0,28.89,0.0,2,16
CA,15,22,9,2022,11.26,28.33,0.0,2,15
WA,17,20,1,2023,0.0,5.0,0.0,2,15
MN,19,23,12,2022,38.62,-19.44,0.25,2,16
CA,9,15,11,2022,9.65,18.33,0.0,2,12
SC,15,16,1,2023,8.04,16.11,0.0,2,18
FL,7,8,11,2022,12.87,22.78,0.0,2,9
FL,0,10,12,2022,4.83,19.44,0.0,2,4
PA,15,1,10,2022,11.26,11.11,0.0,2,14
VA,22,7,11,2022,0.0,15.0,0.0,2,18
NJ,0,4,12,2022,16.09,6.11,0.0,2,4
WI,13,2,11,2022,11.26,23.33,0.0,2,14
VA,9,17,1,2023,9.65,4.44,0.25,2,9
CA,13,14,10,2022,9.65,20.0,0.0,2,15
MO,16,3,8,2022,8.04,28.33,0.0,2,15
CA,2,2,8,2022,12.87,22.22,0.0,2,6
SC,7,23,12,2022,38.62,-0.56,0.0,2,10
CA,7,16,12,2022,4.83,2.22,0.0,2,7
NY,23,30,12,2022,0.0,3.33,0.0,2,20
CA,18,13,1,2023,4.83,15.0,0.0,2,17
CA,17,19,1,2023,20.92,7.78,0.0,2,11
NY,20,22,8,2022,4.83,23.33,0.0,2,18
MD,18,18,1,2023,11.26,9.44,0.0,2,13
TX,4,1,10,2022,4.83,17.22,0.0,2,6
OR,17,2,9,2022,8.04,31.67,0.0,2,16
CA,11,7,11,2022,12.87,15.0,1.52,2,11
VA,6,8,12,2022,0.0,7.22,0.0,2,9
NY,5,23,12,2022,24.14,14.44,1.02,2,8
TX,12,9,9,2022,4.83,32.22,0.0,2,14
NC,6,17,1,2023,0.0,6.11,0.0,2,9
CA,14,11,12,2022,11.26,12.22,0.0,2,14
NY,13,23,9,2022,22.53,16.11,0.0,2,14
TX,14,23,12,2022,16.09,1.11,0.0,2,14
NJ,17,9,12,2022,9.65,3.33,0.0,2,16
KY,8,9,8,2022,0.0,25.0,0.0,2,8
WV,9,25,1,2023,14.48,1.67,0.0,2,10
VA,13,22,9,2022,14.48,28.89,0.0,2,13
TN,16,5,10,2022,0.0,23.33,0.0,2,17
AL,17,19,9,2022,12.87,30.56,0.0,2,16
OR,11,30,12,2022,20.92,11.11,0.0,2,12
OH,5,31,8,2022,9.65,15.56,0.0,1,6
TX,11,11,9,2022,20.92,23.89,0.0,2,11
AZ,1,3,12,2022,14.48,9.44,0.0,2,5
MD,15,11,8,2022,16.09,31.11,0.0,2,15
WI,2,17,8,2022,0.0,12.22,0.0,2,6
NY,20,6,10,2022,0.0,21.11,0.0,2,19
DC,22,7,8,2022,16.09,28.89,0.0,2,19
GA,23,29,8,2022,0.0,23.89,0.0,2,20
CA,11,10,11,2022,4.83,13.33,0.0,2,13
AR,6,18,1,2023,14.48,10.0,2.79,2,8
CA,8,1,12,2022,33.79,10.0,0.25,2,8
MT,12,8,11,2022,24.14,-13.33,0.0,2,11
FL,12,10,11,2022,19.31,23.33,0.0,2,13
TX,13,7,11,2022,22.53,22.22,0.76,2,13
VA,12,15,11,2022,11.26,6.11,0.25,2,14
AR,7,14,11,2022,0.0,1.11,0.0,2,9
OR,15,5,12,2022,22.53,3.33,0.0,2,14
CA,14,17,11,2022,11.26,17.22,0.0,2,13
CA,4,5,12,2022,9.65,-2.22,0.0,2,12
CA,0,6,11,2022,11.26,14.44,0.0,2,6
PA,23,26,8,2022,0.0,21.11,0.0,2,19
GA,7,22,1,2023,8.04,5.56,0.2104570154231863,2,8
NY,21,27,8,2022,9.65,23.89,0.0,2,17
UT,5,19,11,2022,16.09,-7.22,0.0,2,5
FL,11,1,10,2022,19.31,28.33,0.0,2,14
TX,19,7,9,2022,9.65,25.56,0.0,2,15
OH,8,2,9,2022,0.0,20.0,0.0,2,10
FL,8,13,10,2022,8.04,24.44,0.0,2,14
PA,17,15,9,2022,14.48,23.33,0.0,2,16
FL,17,19,12,2022,19.31,23.33,0.0,2,16
UT,11,30,8,2022,8.04,29.44,0.0,2,13
OR,13,7,8,2022,4.83,32.78,0.0,2,14
OR,15,1,12,2022,11.26,2.22,0.0,2,15
LA,0,17,1,2023,12.87,20.0,0.0,2,5
CA,13,11,10,2022,11.26,22.78,0.2104570154231863,2,13
GA,16,12,10,2022,11.26,20.56,6.6,2,15
PA,16,7,9,2022,4.83,20.56,0.0,2,16
PA,20,11,11,2022,14.48,21.11,0.0,2,19
SC,7,12,12,2022,8.04,7.22,0.0,2,9
CA,21,11,9,2022,8.04,26.67,0.0,2,13
CA,14,25,8,2022,16.09,27.78,0.0,2,14
CA,4,12,11,2022,0.0,2.22,0.0,2,9
CA,0,8,9,2022,0.0,27.22,0.2104570154231863,2,4
OH,9,30,1,2023,12.87,0.56,0.0,2,10
FL,18,18,8,2022,4.83,30.0,0.0,2,16
NJ,7,4,8,2022,8.04,23.89,0.0,2,9
NY,20,6,12,2022,12.87,13.33,0.51,2,18
NY,18,14,9,2022,20.92,22.22,0.0,2,16
CA,4,5,11,2022,4.83,10.0,0.0,2,8
FL,9,25,9,2022,8.04,25.0,0.0,2,8
FL,14,14,9,2022,19.31,25.0,3.81,2,14
SC,12,28,1,2023,8.04,13.89,0.0,2,13
OH,15,23,1,2023,22.53,1.11,0.0,2,15
OR,0,11,8,2022,8.04,22.78,0.0,2,15
WI,17,8,12,2022,14.48,1.11,0.0,2,16
CA,15,14,1,2023,19.31,15.0,0.25,2,16
CA,6,20,9,2022,9.65,19.44,0.0,2,8
CT,14,3,12,2022,25.74,14.44,0.51,2,14
AR,8,30,1,2023,12.87,-3.89,0.0,2,7
CA,1,15,12,2022,0.0,10.0,0.0,2,9
SC,18,20,9,2022,0.0,27.78,0.0,2,15
PA,12,28,8,2022,4.83,30.0,0.0,2,12
NY,20,1,10,2022,19.31,15.56,0.0,2,20
OR,22,28,8,2022,0.0,11.11,0.0,2,13
TX,16,4,10,2022,12.87,29.44,0.0,2,15
AZ,18,4,10,2022,8.04,32.78,0.0,2,13
FL,15,3,8,2022,9.65,33.33,0.0,2,15
CA,14,23,8,2022,20.92,35.56,0.0,2,15
NC,10,13,10,2022,12.87,21.11,0.0,2,12
TX,19,13,1,2023,0.0,11.11,0.0,2,18
CO,13,23,9,2022,37.01,26.11,0.0,2,13
NC,13,18,11,2022,4.83,7.78,0.0,2,12
FL,16,29,12,2022,24.14,24.44,0.0,2,14
NJ,7,11,10,2022,0.0,6.67,0.0,2,8
CA,9,25,9,2022,8.04,23.33,0.0,2,13
LA,12,15,1,2023,12.87,17.22,0.0,2,12
CA,0,24,12,2022,4.83,9.44,0.0,2,4
CA,16,27,1,2023,9.65,13.89,0.0,2,15
LA,15,21,12,2022,0.0,10.0,0.0,2,15
OH,4,24,12,2022,27.35,-17.22,0.0,2,5
GA,12,18,11,2022,9.65,13.89,0.0,2,13
VA,7,31,12,2022,11.26,16.11,5.59,2,10
OR,14,6,12,2022,0.0,2.22,0.0,2,10
CA,1,14,1,2023,16.09,1.11,1.27,2,4
TX,15,5,1,2023,4.83,20.0,0.0,2,15
SC,0,11,12,2022,9.65,7.78,0.0,2,3
CO,9,6,10,2022,0.0,3.89,0.0,2,9
MT,14,21,8,2022,9.65,30.56,0.0,2,14
SC,17,26,1,2023,8.04,13.89,0.0,2,15
CA,21,13,11,2022,4.83,5.56,0.0,2,20
CA,16,5,12,2022,9.65,13.89,0.0,2,15
OH,6,11,11,2022,14.48,15.0,1.02,2,9
TN,0,8,8,2022,0.0,23.89,0.0,2,2
SC,21,3,10,2022,8.04,15.0,0.0,2,17
NY,16,27,9,2022,22.53,21.11,0.0,2,14
SC,8,6,10,2022,0.0,13.33,0.0,2,8
NJ,6,6,9,2022,9.65,22.22,1.27,2,8
WA,16,13,11,2022,4.83,5.56,0.0,2,14
CA,13,13,12,2022,9.65,15.56,0.0,2,14
NV,20,30,8,2022,12.87,22.78,0.0,2,18
CA,16,21,9,2022,4.83,23.89,0.0,2,16
TX,12,2,9,2022,9.65,24.44,0.25,3,10
FL,6,13,1,2023,4.83,17.78,0.0,2,7
VA,8,19,1,2023,0.0,7.22,0.25,2,3
MD,7,22,9,2022,16.09,21.11,0.0,2,10
CA,18,12,12,2022,0.0,6.67,0.0,2,17
GA,15,18,8,2022,4.83,27.22,0.0,2,15
PA,9,14,11,2022,25.74,3.89,0.0,2,9
CA,12,2,9,2022,12.87,35.0,0.0,2,12
TX,5,18,8,2022,0.0,22.78,0.0,1,6
CO,7,24,8,2022,0.0,20.0,0.0,2,7
NY,3,7,8,2022,12.87,26.67,0.0,2,5
MN,9,12,9,2022,9.65,16.11,0.0,2,11
PA,14,7,11,2022,25.74,23.33,0.0,2,14
LA,6,26,1,2023,14.48,8.89,0.0,2,8
NY,20,29,9,2022,9.65,15.56,0.0,2,20
CA,16,25,8,2022,20.92,26.67,0.0,2,16
CA,9,8,10,2022,4.83,20.56,0.0,2,9
FL,19,21,9,2022,11.26,28.89,0.0,2,14
TX,12,26,1,2023,11.26,12.22,0.0,2,12
FL,7,24,8,2022,0.0,26.67,0.0,2,6
OR,4,17,9,2022,9.65,11.67,0.0,2,5
CA,20,29,1,2023,0.0,11.67,0.0,2,19
LA,18,21,11,2022,8.04,11.11,0.0,2,17
CA,14,12,9,2022,14.48,30.56,0.0,2,14
CA,0,28,8,2022,9.65,21.67,0.0,2,6
SC,18,15,11,2022,8.04,19.44,0.0,2,17
SC,6,7,12,2022,0.0,13.33,0.0,2,8
SC,18,6,9,2022,9.65,27.78,0.0,2,16
AZ,13,12,8,2022,0.0,33.33,0.0,2,13
TX,15,2,8,2022,8.04,37.78,0.0,2,15
VA,0,28,1,2023,9.65,1.11,0.0,2,5
NY,14,16,9,2022,11.26,23.89,0.0,2,14
FL,15,24,12,2022,14.48,10.56,0.0,2,14
TX,9,12,12,2022,4.83,15.0,0.0,2,8
CA,0,8,10,2022,0.0,18.33,0.0,2,3
CA,5,8,11,2022,20.92,17.22,0.0,2,7
TX,17,18,1,2023,12.87,23.89,0.0,2,17
CA,14,4,11,2022,12.87,22.78,0.0,2,14
GA,9,7,12,2022,8.04,15.56,0.0,2,10
CA,18,30,12,2022,14.48,16.67,0.25,2,17
CA,7,30,8,2022,0.0,21.11,0.0,2,7
WA,11,16,9,2022,14.48,13.89,0.0,2,10
TX,16,15,11,2022,4.83,6.11,0.0,2,14
NY,19,23,9,2022,12.87,10.0,0.0,2,5
NY,18,10,9,2022,12.87,23.33,0.0,2,16
MT,10,2,12,2022,4.83,-10.0,0.0,2,11
FL,16,3,11,2022,14.48,25.0,0.0,2,16
NC,8,5,1,2023,8.04,14.44,0.0,2,9
IL,5,23,9,2022,14.48,13.33,0.0,2,7
CO,13,2,12,2022,9.65,-1.11,0.0,2,12
SC,6,22,11,2022,16.09,11.11,0.0,2,9
MN,16,12,10,2022,14.48,10.0,0.0,2,13
CA,14,24,12,2022,0.0,13.89,0.0,2,18
TN,8,2,10,2022,11.26,16.67,0.0,2,10
TX,10,24,12,2022,14.48,0.56,0.0,2,11
CA,8,13,12,2022,11.26,7.78,0.25,2,10
LA,5,18,8,2022,14.48,27.78,0.0,2,8
CA,6,3,9,2022,0.0,23.33,0.0,2,13
AL,15,8,11,2022,12.87,28.33,0.0,2,15
TX,21,3,8,2022,12.87,34.44,0.0,2,19
CA,18,13,8,2022,19.31,21.11,0.0,2,17
VA,20,1,8,2022,0.0,27.22,0.0,2,17
CO,9,26,8,2022,9.65,22.22,0.0,2,12
AL,9,2,8,2022,0.0,27.78,0.0,2,11
NC,17,5,10,2022,9.65,23.33,0.0,2,16
TX,16,2,12,2022,25.74,25.0,0.0,2,15
CA,8,17,12,2022,16.09,13.33,0.0,2,13
LA,16,15,12,2022,4.83,14.44,0.0,2,16
CA,12,11,8,2022,20.92,25.0,0.0,2,15
FL,12,15,1,2023,14.48,14.44,0.0,2,12
SC,14,4,11,2022,19.31,25.0,0.0,2,14
OH,20,13,1,2023,35.4,-1.11,0.0,2,19
LA,18,19,8,2022,9.65,23.33,10.67,2,17
CA,5,7,12,2022,4.83,1.67,0.0,2,7
CA,5,8,11,2022,8.04,9.44,1.02,2,7
TX,14,4,12,2022,0.0,13.89,0.0,2,11
AZ,7,4,8,2022,9.65,25.0,0.0,2,13
NJ,13,25,8,2022,8.04,32.22,0.0,2,14
